Requirement_KOR
"인공지능, 알고리즘 개발, 데이터 분석, 논문 구현, 통계분석, 머신러닝, 시계열 데이터"
"도메인 지식, 수리적 지식, 데이터 분석, 알고리즘 개발, 모델 개발, 통계적 지식, 통계분석, 데이터 사이언티스트"
""
"머신러닝, 데이터 시각화, 데이터 분석"
"데이터 분석, 통계학과"
"도메인 지식, 편향 제거, 데이터 기반 의사결정, 인과추론, 문제 정의 및 해결, 통계적 지식, 통계분석, 테스트 설계 분석"
"데이터 분석, 비정형 데이터, 정형 데이터, 데이터 모델링, 데이터 추출"
"도메인 지식, 가설 수립 및 검증, 프레임워크, 데이터 정제, 리포팅 능력, 통계적 지식, 데이터 수집, 데이터 가공, 인사이트 도출, 데이터 핸들링, 데이터 모델링, 데이터 추출"
"모델 개발, 논문 구현, 문제 정의 및 해결, 적극적, 데이터 모델링"
"프레임워크, 데이터 분석, 프로젝트 경험, 모델 개발, 문제 정의 및 해결, 커뮤니케이션, 데이터 모델링, 딥러닝"
"도메인 지식, 데이터 분석, 모델 개발, 최신 기술 연구, 커뮤니케이션, 통계분석, 꼼꼼함, 주도적, 데이터 파이프라인 구축"
"도메인 지식, 리드 능력, 프로젝트 경험, 이미지 데이터, 문제 정의 및 해결, 최신 기술 연구, 책임감, 머신러닝, 주도적, 딥러닝"
"도메인 지식, 영상 처리, 영상 신호처리, 논문 구현"
"도메인 지식, 리드 능력, 프로젝트 경험, 이미지 데이터, 문제 정의 및 해결, 최신 기술 연구, 책임감, 머신러닝, 주도적, 딥러닝"
데이터 레이블링
"데이터 전처리, 가설 수립 및 검증, 데이터 분석, 프로덕트 데이터 분석, 인사이트 도출, 주도적, 데이터 시각화"
"데이터 전처리, 리드 능력, 데이터 정제, 데이터 분석, 프로젝트 경험, 문제 정의 및 해결, 최신 기술 연구, 데이터 시각화, 책임감, 머신러닝, 주도적, 데이터 모델링, 딥러닝"
"데이터 전처리, 도메인 지식, 논리적 사고, 분석적 사고, 데이터 분석, 데이터 기반 의사결정, 통계적 지식, 지표 정의, 고객 분석, 정량 데이터, 커뮤니케이션"
"데이터베이스, 시스템 개발"
"코호트 분석, 리텐션 분석, 가설 수립 및 검증, 데이터 분석, 지표 정의, 고객 분석, 프로덕트 데이터 분석, 모바일 데이터"
"데이터 전처리, 리포트 작성, 비정형 데이터, 문제 정의 및 해결, 정형 데이터, 커뮤니케이션, 인사이트 도출, 데이터 추출, 데이터 시각화"
"리포트 작성, 이미지 데이터, 문제 정의 및 해결, 서버 설계, 적극적, 커뮤니케이션"
"데이터 분석, 리포트 작성, 모델 개발, 데이터 기반 의사결정, 실무경험, 컨설팅, 커뮤니케이션, 통계분석"
"적응 능력, 성실함, 커뮤니케이션"
"도메인 지식, 데이터 분석, 데이터 사이언스, 프로그래밍 언어, 통계적 지식, 문제 정의 및 해결, 데이터 시각화, 데이터 가공, 머신러닝, 데이터 추출, 딥러닝"
"데이터 전처리, 리드 능력, 데이터 정제, 데이터 분석, 프로젝트 경험, 문제 정의 및 해결, 최신 기술 연구, 데이터 시각화, 책임감, 머신러닝, 주도적, 데이터 모델링, 딥러닝"
"데이터 분석, 프로젝트 경험, 모델 개발, 비정형 데이터, 협업, 커뮤니케이션, 머신러닝"
"리포트 작성, 포트폴리오, 고객 분석, 컨설팅, 커뮤니케이션, 영어 커뮤니케이션, 클라우드 경험"
"데이터 분석, 프로그래밍 언어, 리포팅 능력, 협업, 대시보드 구축, 비즈니스 인텔리전스, 인사이트 도출"
""
"가설 수립 및 검증, 데이터 분석, 빅데이터 분석, 프로젝트 경험, 리포팅 능력, 실무경험, 데이터 기반 의사결정, 문제 정의 및 해결, 데이터 수집, 정량 데이터, 인사이트 도출, 데이터 핸들링, 데이터 모델링, 데이터 추출, 데이터 시각화, 리딩 능력"
"데이터 전처리, 도메인 지식, 논리적 사고, 데이터 분석, 실무경험, 협업, 커뮤니케이션, 머신러닝, 인사이트 도출, 데이터 추출, 데이터 시각화"
"데이터 전처리, 논리적 사고, 데이터 분석, 문제 정의 및 해결, 인사이트 도출, 데이터 추출"
"리포트 작성, 데이터 분석, 대시보드 구축, 데이터 처리, 코드 해석, 리딩 능력"
"데이터 분석, 협업, 캠페인 분석, 커뮤니케이션, 웹 분석"
"커뮤니케이션, 꼼꼼함, 영어 커뮤니케이션"
"데이터 분석, 리포트 작성, 엑셀, 문제 정의 및 해결, 커뮤니케이션, 파이썬"
""
""
"도메인 지식, 수리적 지식, 빅데이터 분석, 데이터 분석, 프로그래밍 언어, 열정적, 최신 기술 연구"
"책임감, 리포트 작성, 꼼꼼함, 영어 커뮤니케이션"
"도메인 지식, 가설 수립 및 검증, 리텐션 분석, 데이터 정제, 코호트 분석, 데이터 분석, 데이터 로그 설계, 퍼널 분석, 통계적 지식, 지표 정의, 프로덕트 데이터 분석, 데이터 가공, 모바일 데이터, 데이터 추출, 데이터 시각화, 테스트 설계 분석"
"비동기 데이터, 데이터 분석, 프로그래밍 언어, 실무경험, 분산 처리 시스템, 데이터 엔지니어링"
"데이터 분석, 구글스프레드시트, 실무경험, 리포팅 능력, 협업, 문제 정의 및 해결, 지표 정의, 비즈니스 인텔리전스, 대시보드 구축, 데이터 가공, 인사이트 도출, 데이터 추출, 파이썬"
"가설 수립 및 검증, 리텐션 분석, 코호트 분석, 데이터 분석, 데이터 로그 설계, 퍼널 분석, 인과추론, 지표 정의, 프로덕트 데이터 분석, 리딩 능력, 통계분석, 모바일 데이터, 테스트 설계 분석"
"가설 수립 및 검증, 데이터 분석, 리포트 작성, 문제 정의 및 해결, 쿼리, 데이터 가공, 커뮤니케이션, 구조적 사고, 데이터 추출"
"적응 능력, 성실함, 커뮤니케이션"
"엑셀, 데이터 분석, 파워포인트"
"논리적 사고, 데이터 마트 구축 운영, 데이터 분석, 실무경험, 인과추론, 문제 정의 및 해결, 인사이트 도출"
"논리적 사고, 오너십, 데이터 분석, 데이터 기반 의사결정, 데이터 추출"
"데이터 정제, 데이터 분석, 리포트 작성, 데이터 기반 의사결정, 통계적 지식, 문제 정의 및 해결, 커뮤니케이션, 통계분석, 데이터 추출"
"머신러닝, 블록체인, 협업, 대시보드 구축"
"데이터 전처리, 설득력, 데이터 분석, 협업, 대시보드 구축, 문제 정의 및 해결, 데이터 수집, 커뮤니케이션, 인사이트 도출, 데이터 모델링, 데이터 추출, 데이터 시각화"
"데이터 분석, 알고리즘 개발, 프로그래밍 언어, 데이터 로그 설계, 협업, 고객 분석, 커뮤니케이션, 데이터 모델링"
"도메인 지식, 알고리즘 개발, 리포트 작성, 논문 구현, 데이터 가공, 통계분석, 데이터 추출, 데이터 시각화"
"리포트 작성, 데이터 분석, 취약점 분석, 협업, 악성코드 분석, 커뮤니케이션"
"논리적 사고, 데이터 분석, 프로젝트 경험, 실무경험, 인과추론, 문제 정의 및 해결, 인사이트 도출, 주도적, 데이터 추출"
"데이터 분석, 모델 개발, 연구개발, 컨설팅, 코드 해석"
"모델 개발, 코드 해석, 프레임워크, 데이터 분석"
""
"데이터 분석, 대시보드 구축, 데이터 추출, 데이터 시각화, 테스트 설계 분석"
"프레임워크, 데이터 분석, 데이터 솔루션, 프로젝트 경험, 품질관리, 고객 분석, 생산관리, 스마트팩토리, 공정관리, 설비관리, 시스템 개발"
"도메인 지식, 프레임워크, 컴퓨터 비전, 논문 구현, 최신 기술 연구, 딥러닝"
"리포트 작성, 데이터 분석, 취약점 분석, 협업, 악성코드 분석, 커뮤니케이션"
""
"프레임워크, 빅데이터 분석, 백엔드, 데이터베이스, 데이터 모델링, 데이터 시각화"
"열정적, 프로그래밍 언어, 플랫폼 구축, 최신 기술 연구, 도전적, 클라우드 경험, 어플리케이션 개발, 데이터 파이프라인 구축"
"협업, 커뮤니케이션, 웹크롤링, 데이터 엔지니어링, 코드 해석"
""
"데이터 분석, 프로젝트 경험, 데이터 기반 의사결정, 협업, 플랫폼 구축, 고객 분석, 커뮤니케이션, 모바일 데이터, 데이터 어플리케이션 서비스"
"리포트 작성, 데이터 솔루션, 적응 능력, 적극적, 데이터 모델링"
"도메인 지식, 고가용성, 내고장성, 오픈소스 경험, 소프트웨어, 시스템 개발"
"스키마, 데이터베이스, 튜닝 역량, 다이어그램"
"도메인 지식, 데이터베이스, 끈기, 최신 기술 연구"
"커뮤니케이션, 클라우드 경험, 데이터 파이프라인 구축"
""
"이슈 해결, 플랫폼 구축, 데이터 분석"
""
"도메인 지식, 문제 정의 및 해결, 플랫폼 구축, 데이터 모델링, 클라우드 경험"
"도메인 지식, 프로젝트 경험, 모델 개발, 업무 자동화, 개발경험, 협업, 포트폴리오, 적극적, 커뮤니케이션, 주도적, 딥러닝, 데이터 파이프라인 구축"
""
"프로젝트 경험, 컴퓨터공학, 웹크롤링, 데이터 엔지니어링, 파이썬"
"도메인 지식, 알고리즘 개발, 데이터 수집, 최신 기술 연구, 분산 처리 시스템, 전산 지식, 데이터베이스, 커뮤니케이션, 클라우드 경험"
"데이터 전처리, 데이터 수집"
"데이터 분석, 거버넌스, 프로그래밍 언어, 플랫폼 구축, 기술통계"
"데이터 전처리, 산업공학, 데이터 마트 구축 운영, 데이터 분석, 데이터 핸들링, 모델 개발, 프로젝트 경험, 경영정보학, 통계적 지식, 경영학, 컴퓨터공학, 데이터 추출"
"데이터 전처리, 산업공학, 데이터 마트 구축 운영, 데이터 분석, 데이터 핸들링, 모델 개발, 프로젝트 경험, 경영정보학, 통계적 지식, 경영학, 컴퓨터공학, 데이터 추출"
"프로그래밍 언어, 데이터 스트리밍, 쿼리, 데이터베이스, 데이터 파이프라인 구축"
"백업 모니터링, 최적화, 장애처리"
"도메인 지식, 높은 코드 퀄리티, 알고리즘 개발, 플랫폼 구축, 전산 지식, 데이터베이스, 아키텍쳐, 인프라 구축 운영, 코드 해석"
"전산 지식, 인프라 구축 운영, 도메인 지식"
"도메인 지식, 리드 능력, 데이터 분석, 보안, 취약점 분석, 적극적, 커뮤니케이션, 정보보호, 스크립트 언어, 시스템 개발"
"데이터 전처리, 프로그래밍 언어, 실시간 데이터 처리, 배치 프로세싱, 데이터 수집, 데이터 파이프라인 구축"
리눅스
"도메인 지식, 산업공학, 분석적 사고, 빅데이터 분석, 금융공학, 물리학, 정량 데이터, 컴퓨터공학, 데이터 파이프라인 구축"
"리포팅 능력, 데이터베이스, 적극적, 커뮤니케이션, 장애처리"
"데이터 마트 구축 운영, 데이터 분석, 업무 자동화, 문제 정의 및 해결, 데이터 파이프라인 구축"
"컨테이너 경험, 가설 수립 및 검증, 데이터 분석, 데이터 시각화, 클라우드 경험, 시스템 개발"
"빅데이터, 튜닝 역량, 데이터 모델링, 클라우드 경험, 데이터 파이프라인 구축"
"트러블슈팅, 데이터 마트 구축 운영, 데이터 분석, 모델 개발, 서버 설계, 백엔드, 주도적, 데이터 시각화"
"분산 처리 시스템, 실시간 데이터 처리, 어플리케이션 개발, 시스템 개발"
"도메인 지식, 높은 코드 퀄리티, 알고리즘 개발, 플랫폼 구축, 전산 지식, 데이터베이스, 아키텍쳐, 인프라 구축 운영, 코드 해석"
"이슈 해결, 데이터 분석, 플랫폼 구축, 백엔드, 데이터 엔지니어링, 어플리케이션 개발"
"소프트웨어, 시스템 개발, 데이터 엔지니어링, 테스트 설계 분석"
"웹크롤링, 도메인 지식, 지표 정의"
"데이터 전처리, 데이터 수집"
"데이터 분석, 거버넌스, 프로그래밍 언어, 플랫폼 구축, 기술통계"
"컨테이너 경험, 데이터 솔루션, 데이터 엔지니어링, 협업, 문제 정의 및 해결, 데이터 오케스트레이션, 소프트웨어, 클라우드 경험, 데이터 파이프라인 구축"
"데이터 마트 구축 운영, 데이터 분석, 업무 자동화, 문제 정의 및 해결, 클라우드 경험, 데이터 파이프라인 구축"
"프로그래밍 언어, 플랫폼 구축, 백엔드, 워크플로우, 클라우드 경험, 시스템 개발"
""
"스키마, 데이터베이스, 튜닝 역량, 다이어그램"
""
"텍스트 데이터, 웹서비스, 네트워크 구축, 비동기처리"
웹서비스
"소프트웨어, 가설 수립 및 검증, 도메인 지식"
"커뮤니케이션, 긍정적"
"데이터 분석, 데이터 솔루션, 플랫폼 구축, 데이터 가공, 데이터 추출, 클라우드 경험"
"하둡, 업무 자동화, 데이터 수집, 데이터 시각화, 시스템 개발"
"창의성, 빅데이터 분석, 데이터 분석, 데이터 솔루션, 프로젝트 경험, 플랫폼 구축, 문제 정의 및 해결, 시스템 개발"
하이퍼 캐주얼 게임
"분산 처리 시스템, 데이터 프로세싱, 최적화, 백엔드"
"열정적, 프로그래밍 언어, 플랫폼 구축, 최신 기술 연구, 도전적, 클라우드 경험, 어플리케이션 개발, 데이터 파이프라인 구축"
"데이터 분석, 플랫폼 구축, 프로덕트 데이터 분석, 주도적, 인프라 구축 운영, 데이터 파이프라인 구축"
"최적화, 협업, 서버 설계, 커뮤니케이션, 데이터 모델링"
"데이터 전처리, 수리적 지식, 설득력, 데이터 분석, 모델 개발, 협업, 대시보드 구축, 문제 정의 및 해결, 데이터 수집, 데이터 가공, 커뮤니케이션, 머신러닝, 데이터 모델링, 데이터 추출, 데이터 시각화"
"도메인 지식, 호기심, 데이터 분석, 프로젝트 경험, 데이터 솔루션, 프로토타이핑, 플랫폼 구축, 커뮤니케이션, 데이터 사이언티스트, 클라우드 경험"
"데이터 분석, 쿼리, 백엔드, 데이터베이스, 커뮤니케이션, 클라우드 경험"
"도메인 지식, 호기심, 데이터 분석, 프로젝트 경험, 데이터 솔루션, 프로토타이핑, 플랫폼 구축, 커뮤니케이션, 데이터 사이언티스트, 클라우드 경험"
"소프트웨어, 프레젠테이션 기술, 커뮤니케이션, 프로젝트 경험"
"프로그래밍 언어, 데이터 파이프라인 구축"
"모델 개발 및 배포, 데이터 분석, 프로젝트 경험, 프로그래밍 언어, 머신러닝, 인사이트 도출, 주도적"
"프레임워크, 서버 설계"
"도메인 지식, 프레임워크, 프로그래밍 언어, 데이터베이스, 파이썬, 스크립트 언어"
"이미지 데이터, 영상 처리, 성실함, 데이터 레이블링, 책임감, 커뮤니케이션, 긍정적"
"스트림 프로세싱, 데이터 프로세싱, 데이터 파이프라인 구축"
"도전적, 리포트 작성"
"최적화, 데이터 파이프라인 구축"
"실무경험, 분산 처리 시스템, 데이터 파이프라인 구축, 온체인 데이터, 데이터 엔지니어링, 시스템 개발"
"프로그래밍 언어, 인프라 구축 운영, 플랫폼 구축, 빅데이터 분석"
데이터 분석
"산업공학, 통계적 지식"
"책임감, 빅데이터 분석"
"모델 개발 및 배포, 포트폴리오"
"데이터 전처리, 산업공학, 데이터 마트 구축 운영, 데이터 분석, 데이터 핸들링, 모델 개발, 프로젝트 경험, 경영정보학, 통계적 지식, 경영학, 컴퓨터공학, 데이터 추출"
"데이터 전처리, 산업공학, 데이터 마트 구축 운영, 데이터 분석, 데이터 핸들링, 모델 개발, 프로젝트 경험, 경영정보학, 통계적 지식, 경영학, 컴퓨터공학, 데이터 추출"
"프로젝트 경험, 컴퓨터공학, 웹크롤링, 데이터 엔지니어링, 파이썬"
엑셀
리눅스
"데이터 엔지니어링, 플랫폼 구축, 클라우드 경험"
"실시간 데이터 처리, 배치 프로세싱, 클라우드 경험, 데이터 레이크하우스"
"도메인 지식, 데이터베이스, 끈기, 최신 기술 연구"
"협업, 커뮤니케이션, 웹크롤링, 데이터 엔지니어링, 코드 해석"
"플랫폼 구축, 오픈소스 경험, 데이터베이스, 커뮤니케이션, 클라우드 경험"
"프로그래밍 언어, 데이터 스트리밍, 쿼리, 데이터베이스, 데이터 파이프라인 구축"
"협업, 문제 정의 및 해결, 데이터 수집, 데이터 엔지니어링, 데이터 파이프라인 구축"
"비판, 프레임워크, 프로그래밍 언어, 플랫폼 구축, 커뮤니케이션, 코드 해석"
"데이터 전처리, 정규화, 트랜잭션, 쿼리, 파이썬"
"도메인 지식, 데이터베이스, 프레임워크, 통계분석"
"빅데이터 분석, 프로그래밍 언어, 플랫폼 구축, 문제 정의 및 해결, 데이터 엔지니어링, 데이터 파이프라인 구축"
"도메인 지식, 데이터 분석, 통계적 지식, 분산 처리 시스템, 클라우드 경험, 시스템 개발"
"분산 처리 시스템, 시스템 개발"
"보안, 시스템 개발"
