Requirement_KOR
"데이터 시각화, 프로덕트 데이터 분석, 주도적, 가설 수립 및 검증, 데이터 분석, 인사이트 도출, 데이터 전처리"
"데이터 정제, 데이터 시각화, 머신러닝, 최신 기술 연구, 책임감, 주도적, 문제 정의 및 해결, 프로젝트 경험, 리드 능력, 데이터 분석, 딥러닝, 데이터 모델링, 데이터 전처리"
"통계적 지식, 도메인 지식, 데이터 기반 의사결정, 커뮤니케이션, 분석적 사고, 지표 정의, 데이터 분석, 데이터 전처리, 정량 데이터, 논리적 사고, 고객 분석"
"데이터베이스, 시스템 개발"
"리텐션 분석, 프로덕트 데이터 분석, 코호트 분석, 지표 정의, 가설 수립 및 검증, 데이터 분석, 모바일 데이터, 고객 분석"
"데이터 시각화, 문제 정의 및 해결, 인사이트 도출, 정형 데이터, 비정형 데이터, 리포트 작성, 데이터 전처리, 데이터 추출, 커뮤니케이션"
"문제 정의 및 해결, 이미지 데이터, 적극적, 서버 설계, 리포트 작성, 커뮤니케이션"
"컨설팅, 데이터 기반 의사결정, 커뮤니케이션, 데이터 분석, 실무경험, 리포트 작성, 통계분석, 모델 개발"
"적응 능력, 성실함, 커뮤니케이션"
"통계적 지식, 데이터 시각화, 도메인 지식, 머신러닝, 문제 정의 및 해결, 데이터 가공, 데이터 분석, 딥러닝, 프로그래밍 언어, 데이터 추출, 데이터 사이언스"
"데이터 정제, 데이터 시각화, 머신러닝, 최신 기술 연구, 책임감, 주도적, 문제 정의 및 해결, 프로젝트 경험, 리드 능력, 데이터 분석, 딥러닝, 데이터 모델링, 데이터 전처리"
"머신러닝, 커뮤니케이션, 프로젝트 경험, 협업, 데이터 분석, 비정형 데이터, 모델 개발"
"컨설팅, 커뮤니케이션, 영어 커뮤니케이션, 리포트 작성, 포트폴리오, 클라우드 경험, 고객 분석"
"비즈니스 인텔리전스, 대시보드 구축, 협업, 리포팅 능력, 데이터 분석, 인사이트 도출, 프로그래밍 언어"
""
"데이터 핸들링, 데이터 시각화, 데이터 수집, 문제 정의 및 해결, 데이터 기반 의사결정, 프로젝트 경험, 빅데이터 분석, 정량 데이터, 가설 수립 및 검증, 데이터 분석, 인사이트 도출, 리포팅 능력, 리딩 능력, 데이터 모델링, 실무경험, 데이터 추출"
"데이터 시각화, 도메인 지식, 머신러닝, 커뮤니케이션, 협업, 인사이트 도출, 데이터 분석, 실무경험, 데이터 전처리, 데이터 추출, 논리적 사고"
"문제 정의 및 해결, 인사이트 도출, 데이터 분석, 데이터 전처리, 데이터 추출, 논리적 사고"
"코드 해석, 대시보드 구축, 데이터 분석, 리딩 능력, 리포트 작성, 데이터 처리"
"협업, 데이터 분석, 웹 분석, 커뮤니케이션, 캠페인 분석"
"커뮤니케이션, 꼼꼼함, 영어 커뮤니케이션"
"문제 정의 및 해결, 파이썬, 데이터 분석, 리포트 작성, 엑셀, 커뮤니케이션"
""
""
"도메인 지식, 최신 기술 연구, 열정적, 빅데이터 분석, 데이터 분석, 수리적 지식, 프로그래밍 언어"
"꼼꼼함, 리포트 작성, 영어 커뮤니케이션, 책임감"
"데이터 정제, 데이터 시각화, 통계적 지식, 도메인 지식, 퍼널 분석, 리텐션 분석, 프로덕트 데이터 분석, 데이터 가공, 테스트 설계 분석, 데이터 로그 설계, 코호트 분석, 지표 정의, 가설 수립 및 검증, 데이터 분석, 모바일 데이터, 데이터 추출"
"비동기 데이터, 분산 처리 시스템, 데이터 분석, 실무경험, 데이터 엔지니어링, 프로그래밍 언어"
"구글스프레드시트, 비즈니스 인텔리전스, 문제 정의 및 해결, 데이터 가공, 대시보드 구축, 지표 정의, 파이썬, 데이터 분석, 리포팅 능력, 협업, 인사이트 도출, 실무경험, 데이터 추출"
"퍼널 분석, 리텐션 분석, 프로덕트 데이터 분석, 테스트 설계 분석, 데이터 로그 설계, 코호트 분석, 지표 정의, 가설 수립 및 검증, 데이터 분석, 리딩 능력, 통계분석, 모바일 데이터, 인과추론"
"문제 정의 및 해결, 데이터 가공, 쿼리, 가설 수립 및 검증, 데이터 분석, 구조적 사고, 리포트 작성, 데이터 추출, 커뮤니케이션"
"적응 능력, 성실함, 커뮤니케이션"
"데이터 분석, 엑셀, 파워포인트"
"데이터 마트 구축 운영, 문제 정의 및 해결, 인사이트 도출, 데이터 분석, 실무경험, 논리적 사고, 인과추론"
"데이터 기반 의사결정, 오너십, 데이터 분석, 데이터 추출, 논리적 사고"
"통계적 지식, 데이터 정제, 문제 정의 및 해결, 데이터 기반 의사결정, 데이터 분석, 리포트 작성, 통계분석, 데이터 추출, 커뮤니케이션"
"협업, 대시보드 구축, 블록체인"
"데이터 시각화, 데이터 수집, 문제 정의 및 해결, 대시보드 구축, 협업, 인사이트 도출, 데이터 분석, 데이터 모델링, 데이터 전처리, 설득력, 데이터 추출, 커뮤니케이션"
"데이터 로그 설계, 협업, 데이터 분석, 알고리즘 개발, 데이터 모델링, 프로그래밍 언어, 커뮤니케이션, 고객 분석"
"데이터 시각화, 도메인 지식, 논문 구현, 데이터 가공, 알고리즘 개발, 리포트 작성, 통계분석, 데이터 추출"
"취약점 분석, 협업, 데이터 분석, 리포트 작성, 악성코드 분석, 커뮤니케이션"
"문제 정의 및 해결, 주도적, 프로젝트 경험, 인사이트 도출, 데이터 분석, 실무경험, 데이터 추출, 논리적 사고, 인과추론"
"코드 해석, 컨설팅, 데이터 분석, 연구개발, 모델 개발"
"데이터 분석, 코드 해석, 모델 개발, 프레임워크"
""
"데이터 시각화, 테스트 설계 분석, 대시보드 구축, 데이터 분석, 데이터 추출"
"프레임워크, 제조, 공정관리, 시스템 개발, 프로젝트 경험, 데이터 솔루션, 데이터 분석, 품질관리, 생산관리, 설비관리, 스마트팩토리, 고객 분석"
"컴퓨터 비전, 최신 기술 연구, 논문 구현, 도메인 지식, 프레임워크, 딥러닝"
"취약점 분석, 협업, 데이터 분석, 리포트 작성, 악성코드 분석, 커뮤니케이션"
""
"데이터 시각화, 백엔드, 프레임워크, 빅데이터 분석, 데이터 모델링, 데이터베이스"
"데이터 파이프라인 구축, 어플리케이션 개발, 최신 기술 연구, 열정적, 플랫폼 구축, 도전적, 프로그래밍 언어, 클라우드 경험"
"코드 해석, 웹크롤링, 협업, 데이터 엔지니어링, 커뮤니케이션"
""
"데이터 어플리케이션 서비스, 데이터 기반 의사결정, 프로젝트 경험, 협업, 플랫폼 구축, 데이터 분석, 모바일 데이터, 커뮤니케이션, 고객 분석"
"데이터 솔루션, 적응 능력, 적극적, 리포트 작성, 데이터 모델링"
"도메인 지식, 시스템 개발, 내고장성, 고가용성, 소프트웨어, 오픈소스 경험"
"스키마, 데이터베이스, 다이어그램, 튜닝 역량"
"데이터베이스, 도메인 지식, 최신 기술 연구, 끈기"
"데이터 파이프라인 구축, 커뮤니케이션, 클라우드 경험"
""
"플랫폼 구축, 데이터 분석, 이슈 해결"
""
"도메인 지식, 문제 정의 및 해결, 플랫폼 구축, 데이터 모델링, 클라우드 경험"
"데이터 파이프라인 구축, 도메인 지식, 개발경험, 업무 자동화, 커뮤니케이션, 주도적, 프로젝트 경험, 협업, 적극적, 딥러닝, 포트폴리오, 모델 개발"
""
"웹크롤링, 프로젝트 경험, 파이썬, 데이터 엔지니어링, 컴퓨터공학"
"도메인 지식, 최신 기술 연구, 전산 지식, 커뮤니케이션, 분산 처리 시스템, 알고리즘 개발, 데이터베이스, 데이터 수집, 클라우드 경험"
"데이터 전처리, 데이터 수집"
"플랫폼 구축, 데이터 분석, 거버넌스, 기술통계, 프로그래밍 언어"
"통계적 지식, 데이터 핸들링, 경영학, 데이터 마트 구축 운영, 프로젝트 경험, 경영정보학, 데이터 분석, 컴퓨터공학, 데이터 전처리, 데이터 추출, 모델 개발, 산업공학"
"통계적 지식, 데이터 핸들링, 경영학, 데이터 마트 구축 운영, 프로젝트 경험, 경영정보학, 데이터 분석, 컴퓨터공학, 데이터 전처리, 데이터 추출, 모델 개발, 산업공학"
"데이터 파이프라인 구축, 데이터베이스, 쿼리, 데이터 스트리밍, 프로그래밍 언어"
"장애처리, 백업 모니터링, 최적화"
"코드 해석, 도메인 지식, 아키텍쳐, 전산 지식, 플랫폼 구축, 높은 코드 퀄리티, 알고리즘 개발, 인프라 구축 운영, 데이터베이스"
"전산 지식, 도메인 지식, 인프라 구축 운영"
"정보보호, 도메인 지식, 취약점 분석, 시스템 개발, 보안, 자바스크립트, 리드 능력, 데이터 분석, 적극적, 커뮤니케이션"
"데이터 파이프라인 구축, 실시간 데이터 처리, 배치 프로세싱, 데이터 전처리, 프로그래밍 언어, 데이터 수집"
리눅스
"데이터 파이프라인 구축, 도메인 지식, 분석적 사고, 빅데이터 분석, 물리학, 금융공학, 컴퓨터공학, 정량 데이터, 산업공학"
"리포팅 능력, 장애처리, 적극적, 데이터베이스, 커뮤니케이션"
"데이터 파이프라인 구축, 데이터 마트 구축 운영, 문제 정의 및 해결, 업무 자동화, 데이터 분석"
"데이터 시각화, 시스템 개발, 가설 수립 및 검증, 데이터 분석, 컨테이너 경험, 클라우드 경험"
"데이터 파이프라인 구축, 빅데이터, 데이터 모델링, 클라우드 경험, 튜닝 역량"
"데이터 시각화, 백엔드, 주도적, 데이터 분석, 서버 설계, 트러블슈팅, 모델 개발"
"어플리케이션 개발, 시스템 개발, 분산 처리 시스템, 실시간 데이터 처리"
"코드 해석, 도메인 지식, 아키텍쳐, 전산 지식, 플랫폼 구축, 높은 코드 퀄리티, 알고리즘 개발, 인프라 구축 운영, 데이터베이스"
"어플리케이션 개발, 백엔드, 플랫폼 구축, 데이터 분석, 이슈 해결, 데이터 엔지니어링"
"데이터 엔지니어링, 소프트웨어, 시스템 개발, 테스트 설계 분석"
"웹크롤링, 도메인 지식, 지표 정의"
"데이터 전처리, 데이터 수집"
"플랫폼 구축, 데이터 분석, 거버넌스, 기술통계, 프로그래밍 언어"
"데이터 파이프라인 구축, 문제 정의 및 해결, 데이터 솔루션, 데이터 오케스트레이션, 협업, 컨테이너 경험, 데이터 엔지니어링, 소프트웨어, 클라우드 경험"
"데이터 파이프라인 구축, 데이터 마트 구축 운영, 문제 정의 및 해결, 업무 자동화, 데이터 분석, 클라우드 경험"
"백엔드, 시스템 개발, 워크플로우, 플랫폼 구축, 프로그래밍 언어, 클라우드 경험"
""
"스키마, 데이터베이스, 다이어그램, 튜닝 역량"
""
"비동기처리, 텍스트 데이터, 웹서비스, 네트워크"
웹서비스
"가설 수립 및 검증, 소프트웨어, 도메인 지식"
커뮤니케이션
"데이터 가공, 데이터 솔루션, 플랫폼 구축, 데이터 분석, 데이터 추출, 클라우드 경험"
"데이터 시각화, 업무 자동화, 시스템 개발, 하둡, 데이터 수집"
"창의성, 문제 정의 및 해결, 데이터 솔루션, 시스템 개발, 프로젝트 경험, 빅데이터 분석, 플랫폼 구축, 데이터 분석"
하이퍼 캐주얼 게임
"데이터 프로세싱, 분산 처리 시스템, 백엔드, 최적화"
"데이터 파이프라인 구축, 어플리케이션 개발, 최신 기술 연구, 열정적, 플랫폼 구축, 도전적, 프로그래밍 언어, 클라우드 경험"
"데이터 파이프라인 구축, 프로덕트 데이터 분석, 주도적, 플랫폼 구축, 데이터 분석, 인프라 구축 운영"
"협업, 서버 설계, 데이터 모델링, 최적화, 커뮤니케이션"
"데이터 시각화, 머신러닝, 데이터 수집, 문제 정의 및 해결, 커뮤니케이션, 데이터 가공, 대시보드 구축, 협업, 데이터 분석, 수리적 지식, 데이터 모델링, 데이터 전처리, 설득력, 데이터 추출, 모델 개발"
"도메인 지식, 호기심, 커뮤니케이션, 데이터 솔루션, 프로젝트 경험, 프로토타이핑, 플랫폼 구축, 데이터 분석, 데이터 사이언티스트, 클라우드 경험"
"백엔드, 커뮤니케이션, 쿼리, 데이터 분석, 데이터베이스, 클라우드 경험"
"도메인 지식, 호기심, 커뮤니케이션, 데이터 솔루션, 프로젝트 경험, 프로토타이핑, 플랫폼 구축, 데이터 분석, 데이터 사이언티스트, 클라우드 경험"
"소프트웨어, 프로젝트 경험, 커뮤니케이션, 프레젠테이션 기술"
"데이터 파이프라인 구축, 프로그래밍 언어"
"머신러닝, 주도적, 모델 개발 및 배포, 프로젝트 경험, 인사이트 도출, 데이터 분석, 프로그래밍 언어"
"서버 설계, 프레임워크"
"도메인 지식, 프레임워크, 자바스크립트, 파이썬, 데이터베이스, 프로그래밍 언어"
"영상, 성실함, 책임감, 이미지 데이터, 데이터 레이블링, 커뮤니케이션"
"데이터 파이프라인 구축, 스트림 프로세싱, 데이터 프로세싱"
"도전적, 리포트 작성"
"데이터 파이프라인 구축, 최적화"
"데이터 파이프라인 구축, 시스템 개발, 분산 처리 시스템, 실무경험, 온체인 데이터, 데이터 엔지니어링"
"플랫폼 구축, 인프라 구축 운영, 프로그래밍 언어, 빅데이터 분석"
데이터 분석
"통계적 지식, 산업공학"
"클러스터, 빅데이터 분석, 책임감"
"모델 개발 및 배포, 포트폴리오"
"통계적 지식, 데이터 핸들링, 경영학, 데이터 마트 구축 운영, 프로젝트 경험, 경영정보학, 데이터 분석, 컴퓨터공학, 데이터 전처리, 데이터 추출, 모델 개발, 산업공학"
"통계적 지식, 데이터 핸들링, 경영학, 데이터 마트 구축 운영, 프로젝트 경험, 경영정보학, 데이터 분석, 컴퓨터공학, 데이터 전처리, 데이터 추출, 모델 개발, 산업공학"
"웹크롤링, 프로젝트 경험, 파이썬, 데이터 엔지니어링, 컴퓨터공학"
엑셀
리눅스
"플랫폼 구축, 데이터 엔지니어링, 클라우드 경험"
"실시간 데이터 처리, 배치 프로세싱, 클라우드 경험, 데이터 레이크하우스"
"데이터베이스, 도메인 지식, 최신 기술 연구, 끈기"
"코드 해석, 웹크롤링, 협업, 데이터 엔지니어링, 커뮤니케이션"
"클라우드 경험, 데이터베이스, 플랫폼 구축, 오픈소스 경험, 커뮤니케이션"
"데이터 파이프라인 구축, 데이터베이스, 쿼리, 데이터 스트리밍, 프로그래밍 언어"
"데이터 파이프라인 구축, 문제 정의 및 해결, 협업, 데이터 엔지니어링, 데이터 수집"
"코드 해석, 프레임워크, 플랫폼 구축, 비판, 프로그래밍 언어, 커뮤니케이션"
"트랜잭션, 쿼리, 파이썬, 정규화, 데이터 전처리"
"통계분석, 데이터베이스, 도메인 지식, 프레임워크"
"데이터 파이프라인 구축, 문제 정의 및 해결, 빅데이터 분석, 플랫폼 구축, 데이터 엔지니어링, 프로그래밍 언어"
"통계적 지식, 도메인 지식, 시스템 개발, 분산 처리 시스템, 데이터 분석, 클라우드 경험"
"시스템 개발, 분산 처리 시스템"
"시스템 개발, 보안"
